Quarter Ending,HSC Trust,Diagnostic Service,Recommended Waiting Time,Category,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,> 26 - 36 weeks,> 36 weeks,> 36 - 52 weeks,> 52 - 65 weeks,> 65 - 78 weeks,> 78 weeks,Total,,,,
31-Mar-10,Northern,Fluroscopy,9 week,Imaging,135,6,0,0,0,0,.,0,.,.,.,.,141,,,,
31-Mar-10,Northern,Gastroscopy (Day Case),13 week,Endoscopy,464,207,196,128,0,0,.,0,.,.,.,.,995,,,,
31-Mar-10,Northern,Gut transit marker study,9 week,Imaging,5,0,0,0,0,0,.,0,.,.,.,.,5,,,,
31-Mar-10,Northern,Hysteroscopy,13 week,Endoscopy,83,23,16,0,0,0,.,0,.,.,.,.,122,,,,
31-Mar-10,Northern,Laparoscopy,13 week,Endoscopy,25,7,5,0,0,0,.,0,.,.,.,.,37,,,,
31-Mar-10,Northern,Laryngoscopy,13 week,Endoscopy,3,0,1,0,0,0,.,0,.,.,.,.,4,,,,
31-Mar-10,Northern,Magnetic Resonance Imaging,9 week,Imaging,553,0,0,0,0,0,.,0,.,.,.,.,553,,,,
31-Mar-10,Northern,Non-obstetric ultrasound,9 week,Imaging,"1,863",286,0,0,0,0,.,0,.,.,.,.,"2,149",,,,
31-Mar-10,Northern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,17,0,0,0,0,0,.,0,.,.,.,.,17,,,,
31-Mar-10,Northern,Perfusion studies,9 week,Physiological Measurement,44,17,0,0,0,0,.,0,.,.,.,.,61,,,,
31-Mar-10,Northern,Plain Film Xrays,9 week,Imaging,"1,383",3,0,0,0,0,.,0,.,.,.,.,"1,386",,,,
31-Mar-10,Northern,Pressures and flows,9 week,Physiological Measurement,66,27,0,0,0,0,.,0,.,.,.,.,93,,,,
31-Mar-10,Northern,Pure tone audiometry,9 week,Physiological Measurement,128,21,0,0,0,0,.,0,.,.,.,.,149,,,,
31-Mar-10,Northern,Radio-Nuclide Imaging,9 week,Imaging,148,4,0,0,0,0,.,0,.,.,.,.,152,,,,
31-Mar-10,Northern,Spirometry inc.flow volume curves,9 week,Physiological Measurement,4,0,0,0,0,0,.,0,.,.,.,.,4,,,,
31-Mar-10,Northern,Transfer Factor,9 week,Physiological Measurement,80,32,0,0,0,0,.,0,.,.,.,.,112,,,,
31-Mar-10,Southern,Ambulatory BP,9 week,Physiological Measurement,98,11,0,0,0,0,.,0,.,.,.,.,109,,,,
31-Mar-10,Southern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,291,60,0,0,0,0,.,0,.,.,.,.,351,,,,
31-Mar-10,Southern,Arthroscopy,13 week,Endoscopy,24,19,16,11,0,0,.,0,.,.,.,.,70,,,,
31-Mar-10,Southern,Barium Studies,9 week,Imaging,414,20,0,0,0,0,.,0,.,.,.,.,434,,,,
31-Mar-10,Southern,Bronchoscopy,13 week,Endoscopy,6,0,0,0,0,0,.,0,.,.,.,.,6,,,,
31-Mar-10,Southern,Colonoscopy (Day Case),13 week,Endoscopy,200,86,96,36,0,0,.,0,.,.,.,.,418,,,,
31-Mar-10,Southern,Colposcopy (Other),9 week,Endoscopy,154,31,0,0,0,0,.,0,.,.,.,.,185,,,,
31-Mar-10,Southern,Computerised Tomography,9 week,Imaging,497,20,0,0,0,0,.,0,.,.,.,.,517,,,,
31-Mar-10,Southern,Cystoscopy (Day Case),13 week,Endoscopy,125,42,45,44,0,0,.,0,.,.,.,.,256,,,,
31-Mar-10,Southern,DEXA Scan,9 week,Imaging,579,16,0,0,0,0,.,0,.,.,.,.,595,,,,
31-Mar-10,Southern,Echocardiography,9 week,Physiological Measurement,661,85,0,0,0,0,.,0,.,.,.,.,746,,,,
31-Mar-10,Southern,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,8,0,0,0,0,0,.,0,.,.,.,.,8,,,,
31-Mar-10,Southern,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,2,1,1,0,0,0,.,0,.,.,.,.,4,,,,
31-Mar-10,Southern,Exercise tolerance testing,9 week,Physiological Measurement,58,1,0,0,0,0,.,0,.,.,.,.,59,,,,
31-Mar-10,Southern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,75,52,58,14,0,0,.,0,.,.,.,.,199,,,,
31-Mar-10,Southern,Fluroscopy,9 week,Imaging,224,18,0,0,0,0,.,0,.,.,.,.,242,,,,
31-Mar-10,Southern,Gastroscopy (Day Case),13 week,Endoscopy,364,149,163,36,0,0,.,0,.,.,.,.,712,,,,
31-Mar-10,Southern,Hysteroscopy,13 week,Endoscopy,72,34,21,0,0,0,.,0,.,.,.,.,127,,,,
31-Mar-10,Southern,Laparoscopy,13 week,Endoscopy,2,4,0,0,0,0,.,0,.,.,.,.,6,,,,
31-Mar-10,Southern,Laryngoscopy,13 week,Endoscopy,4,1,2,0,0,0,.,0,.,.,.,.,7,,,,
31-Mar-10,Southern,Magnetic Resonance Imaging,9 week,Imaging,493,142,0,0,0,0,.,0,.,.,.,.,635,,,,
31-Mar-10,Southern,Non-obstetric ultrasound,9 week,Imaging,"1,679",223,0,0,0,0,.,0,.,.,.,.,"1,902",,,,
31-Mar-10,Southern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,47,5,0,0,0,0,.,0,.,.,.,.,52,,,,
31-Mar-10,Southern,Peripheral neurophysiology,9 week,Physiological Measurement,283,38,0,0,0,0,.,0,.,.,.,.,321,,,,
31-Mar-10,Southern,Plain Film Xrays,9 week,Imaging,264,1,0,0,0,0,.,0,.,.,.,.,265,,,,
31-Mar-10,Southern,Pressures and flows,9 week,Physiological Measurement,70,24,0,0,0,0,.,0,.,.,.,.,94,,,,
31-Mar-10,Southern,Pure tone audiometry,9 week,Physiological Measurement,192,9,0,0,0,0,.,0,.,.,.,.,201,,,,
31-Mar-10,Southern,Radio-Nuclide Imaging,9 week,Imaging,49,0,0,0,0,0,.,0,.,.,.,.,49,,,,
31-Mar-10,Southern,Sleep studies,9 week,Physiological Measurement,26,1,0,0,0,0,.,0,.,.,.,.,27,,,,
31-Mar-10,Southern,Tilt testing and autonomic function,9 week,Physiological Measurement,9,2,0,0,0,0,.,0,.,.,.,.,11,,,,
31-Mar-10,South Eastern,Ambulatory BP,9 week,Physiological Measurement,59,8,0,0,0,0,.,0,.,.,.,.,67,,,,
31-Mar-10,South Eastern,Arthroscopy,13 week,Endoscopy,3,0,0,0,0,0,.,0,.,.,.,.,3,,,,
31-Mar-10,South Eastern,Barium Studies,9 week,Imaging,203,6,0,0,0,0,.,0,.,.,.,.,209,,,,
31-Mar-10,South Eastern,Bronchoscopy,13 week,Endoscopy,2,1,0,0,0,0,.,0,.,.,.,.,3,,,,
31-Mar-10,South Eastern,Colonoscopy (Day Case),13 week,Endoscopy,242,100,66,0,0,0,.,0,.,.,.,.,408,,,,
31-Mar-10,South Eastern,Computerised Tomography,9 week,Imaging,635,27,0,0,0,0,.,0,.,.,.,.,662,,,,
31-Mar-10,South Eastern,Cystoscopy (Day Case),13 week,Endoscopy,128,29,3,0,0,0,.,0,.,.,.,.,160,,,,
31-Mar-10,South Eastern,DEXA Scan,9 week,Imaging,76,18,0,0,0,0,.,0,.,.,.,.,94,,,,
31-Mar-10,South Eastern,Echocardiography,9 week,Physiological Measurement,455,78,0,0,0,0,.,0,.,.,.,.,533,,,,
31-Mar-10,South Eastern,Exercise tolerance testing,9 week,Physiological Measurement,58,14,0,0,0,0,.,0,.,.,.,.,72,,,,
31-Mar-10,South Eastern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,173,33,17,0,0,0,.,0,.,.,.,.,223,,,,
31-Mar-10,South Eastern,Fluroscopy,9 week,Imaging,85,13,0,0,0,0,.,0,.,.,.,.,98,,,,
31-Mar-10,South Eastern,Gastroscopy (Day Case),13 week,Endoscopy,518,163,96,0,0,0,.,0,.,.,.,.,777,,,,
31-Mar-10,South Eastern,Gut transit marker study,9 week,Imaging,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-10,South Eastern,Hysteroscopy,13 week,Endoscopy,112,43,11,0,0,0,.,0,.,.,.,.,166,,,,
31-Mar-10,South Eastern,Laparoscopy,13 week,Endoscopy,23,10,15,0,0,0,.,0,.,.,.,.,48,,,,
31-Mar-10,South Eastern,Laryngoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-10,South Eastern,Magnetic Resonance Imaging,9 week,Imaging,589,4,0,0,0,0,.,0,.,.,.,.,593,,,,
31-Mar-10,South Eastern,Non-obstetric ultrasound,9 week,Imaging,"1,592",310,0,0,0,0,.,0,.,.,.,.,"1,902",,,,
31-Mar-10,South Eastern,Patch testing (Dermatology),9 week,Physiological Measurement,12,8,0,0,0,0,.,0,.,.,.,.,20,,,,
31-Mar-10,South Eastern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,23,0,0,0,0,0,.,0,.,.,.,.,23,,,,
31-Mar-10,South Eastern,Plain Film Xrays,9 week,Imaging,725,22,0,0,0,0,.,0,.,.,.,.,747,,,,
31-Mar-10,South Eastern,Pressures and flows,9 week,Physiological Measurement,51,1,0,0,0,0,.,0,.,.,.,.,52,,,,
31-Mar-10,South Eastern,Pure tone audiometry,9 week,Physiological Measurement,22,11,0,0,0,0,.,0,.,.,.,.,33,,,,
31-Mar-10,South Eastern,Tilt testing and autonomic function,9 week,Physiological Measurement,6,2,0,0,0,0,.,0,.,.,.,.,8,,,,
31-Mar-10,South Eastern,Uroflowmetry,9 week,Physiological Measurement,91,33,0,0,0,0,.,0,.,.,.,.,124,,,,
31-Mar-10,South Eastern,Visual Field Sciences,9 week,Physiological Measurement,9,6,0,0,0,0,.,0,.,.,.,.,15,,,,
31-Mar-10,Western,Ambulatory BP,9 week,Physiological Measurement,120,10,0,0,0,0,.,0,.,.,.,.,130,,,,
31-Mar-10,Western,Arthroscopy,13 week,Endoscopy,8,5,22,69,42,0,.,0,.,.,.,.,146,,,,
31-Mar-10,Western,Barium Studies,9 week,Imaging,112,1,0,0,0,0,.,0,.,.,.,.,113,,,,
31-Mar-10,Western,Bronchial challenge testing,9 week,Physiological Measurement,9,0,0,0,0,0,.,0,.,.,.,.,9,,,,
31-Mar-10,Western,Cardio-respiratory exercise testing,9 week,Physiological Measurement,3,1,1,0,0,0,.,0,.,.,.,.,5,,,,
31-Mar-10,Western,Colonoscopy (Day Case),13 week,Endoscopy,295,133,102,0,0,0,.,0,.,.,.,.,530,,,,
31-Mar-10,Western,Computerised Tomography,9 week,Imaging,297,17,0,0,0,0,.,0,.,.,.,.,314,,,,
31-Mar-10,Western,Cystoscopy (Day Case),13 week,Endoscopy,36,20,17,2,5,0,.,0,.,.,.,.,80,,,,
31-Mar-10,Western,DEXA Scan,9 week,Imaging,136,2,0,0,0,0,.,0,.,.,.,.,138,,,,
31-Mar-10,Western,Echocardiography,9 week,Physiological Measurement,442,51,5,2,0,0,.,0,.,.,.,.,500,,,,
31-Mar-10,Western,Exercise tolerance testing,9 week,Physiological Measurement,133,7,0,0,0,0,.,0,.,.,.,.,140,,,,
31-Mar-10,Western,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,133,65,22,0,0,0,.,0,.,.,.,.,220,,,,
31-Mar-10,Western,Fluroscopy,9 week,Imaging,49,0,0,0,0,0,.,0,.,.,.,.,49,,,,
31-Mar-10,Western,Gastroscopy (Day Case),13 week,Endoscopy,417,168,139,0,0,0,.,0,.,.,.,.,724,,,,
31-Mar-10,Western,Hysteroscopy,13 week,Endoscopy,66,13,10,2,0,0,.,0,.,.,.,.,91,,,,
31-Mar-10,Western,Laparoscopy,13 week,Endoscopy,25,4,10,8,2,0,.,0,.,.,.,.,49,,,,
31-Mar-10,Western,Laryngoscopy,13 week,Endoscopy,13,3,0,0,0,0,.,0,.,.,.,.,16,,,,
31-Mar-10,Western,Magnetic Resonance Imaging,9 week,Imaging,555,184,6,0,0,0,.,0,.,.,.,.,745,,,,
31-Mar-10,Western,Non-obstetric ultrasound,9 week,Imaging,"1,512",383,0,0,0,0,.,0,.,.,.,.,"1,895",,,,
31-Mar-10,Western,Oesophageal Dilitation,13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-10,Western,Patient Activated Ambulatory Function,9 week,Physiological Measurement,53,32,53,1,0,0,.,0,.,.,.,.,139,,,,
31-Mar-10,Western,Peak expiratory flow (PEF),9 week,Physiological Measurement,65,8,5,1,0,0,.,0,.,.,.,.,79,,,,
31-Mar-10,Western,Perfusion studies,9 week,Physiological Measurement,31,9,9,8,0,0,.,0,.,.,.,.,57,,,,
31-Mar-10,Western,Plain Film Xrays,9 week,Imaging,402,0,0,0,0,0,.,0,.,.,.,.,402,,,,
31-Mar-10,Western,Pressures and flows,9 week,Physiological Measurement,46,10,0,0,0,0,.,0,.,.,.,.,56,,,,
31-Mar-10,Western,Pure tone audiometry,9 week,Physiological Measurement,162,46,0,0,0,0,.,0,.,.,.,.,208,,,,
31-Mar-10,Western,Radio-Nuclide Imaging,9 week,Imaging,56,2,0,0,0,0,.,0,.,.,.,.,58,,,,
31-Mar-10,Western,Sleep studies,9 week,Physiological Measurement,54,14,0,0,0,0,.,0,.,.,.,.,68,,,,
31-Mar-10,Western,Spirometry inc.flow volume curves,9 week,Physiological Measurement,65,8,5,1,0,0,.,0,.,.,.,.,79,,,,
31-Mar-10,Western,Static lung volumes,9 week,Physiological Measurement,65,8,5,1,0,0,.,0,.,.,.,.,79,,,,
31-Mar-10,Western,Tilt testing and autonomic function,9 week,Physiological Measurement,8,0,6,0,0,0,.,0,.,.,.,.,14,,,,
31-Mar-10,Western,Transfer Factor,9 week,Physiological Measurement,65,8,5,1,0,0,.,0,.,.,.,.,79,,,,
30-Jun-10,Belfast,Ambulatory BP,9 week,Physiological Measurement,62,25,4,0,0,0,.,0,.,.,.,.,91,,,,
30-Jun-10,Belfast,Ambulatory ECG,9 week,Physiological Measurement,272,99,214,0,0,0,.,0,.,.,.,.,585,,,,
30-Jun-10,Belfast,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,185,78,73,35,0,0,.,0,.,.,.,.,371,,,,
30-Jun-10,Belfast,Arthroscopy,13 week,Endoscopy,136,73,76,142,42,8,.,8,.,.,.,.,477,,,,
30-Jun-10,Belfast,Barium Studies,9 week,Imaging,190,9,0,0,0,0,.,0,.,.,.,.,199,,,,
30-Jun-10,Belfast,Bronchial challenge testing,9 week,Physiological Measurement,47,12,0,0,0,0,.,0,.,.,.,.,59,,,,
30-Jun-10,Belfast,Bronchoscopy,13 week,Endoscopy,3,1,1,0,0,0,.,0,.,.,.,.,5,,,,
30-Jun-10,Belfast,Cardio-respiratory exercise testing,9 week,Physiological Measurement,21,29,0,0,0,0,.,0,.,.,.,.,50,,,,
30-Jun-10,Belfast,Colonoscopy (Day Case),13 week,Endoscopy,387,130,134,79,4,0,.,0,.,.,.,.,734,,,,
30-Jun-10,Belfast,Computerised Tomography,9 week,Imaging,"1,043",452,0,0,0,0,.,0,.,.,.,.,"1,495",,,,
30-Jun-10,Belfast,Cystoscopy (Day Case),13 week,Endoscopy,345,175,131,214,75,10,.,10,.,.,.,.,950,,,,
30-Jun-10,Belfast,DEXA Scan,9 week,Imaging,450,95,2,0,0,0,.,0,.,.,.,.,547,,,,
30-Jun-10,Belfast,Diagnostic arteriography,9 week,Imaging,23,8,5,3,0,0,.,0,.,.,.,.,39,,,,
30-Jun-10,Belfast,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,4,1,4,0,0,0,.,0,.,.,.,.,9,,,,
30-Jun-10,Belfast,Duodenoscopy,13 week,Endoscopy,0,0,1,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Belfast,Echocardiography,9 week,Physiological Measurement,"1,043",420,0,0,0,0,.,0,.,.,.,.,"1,463",,,,
30-Jun-10,Belfast,EEG,9 week,Physiological Measurement,60,3,1,26,28,24,.,24,.,.,.,.,142,,,,
30-Jun-10,Belfast,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,49,25,16,18,0,0,.,0,.,.,.,.,108,,,,
30-Jun-10,Belfast,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,10,1,4,0,0,0,.,0,.,.,.,.,15,,,,
30-Jun-10,Belfast,Exercise induced asthma,9 week,Physiological Measurement,4,0,0,0,0,0,.,0,.,.,.,.,4,,,,
30-Jun-10,Belfast,Exercise tolerance testing,9 week,Physiological Measurement,151,36,10,0,0,0,.,0,.,.,.,.,197,,,,
30-Jun-10,Belfast,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,213,79,103,48,0,0,.,0,.,.,.,.,443,,,,
30-Jun-10,Belfast,Fluroscopy,9 week,Imaging,81,9,1,1,2,0,.,0,.,.,.,.,94,,,,
30-Jun-10,Belfast,Gastroscopy (Day Case),13 week,Endoscopy,777,310,271,187,5,0,.,0,.,.,.,.,"1,550",,,,
30-Jun-10,Belfast,Hysteroscopy,13 week,Endoscopy,79,17,24,24,0,0,.,0,.,.,.,.,144,,,,
30-Jun-10,Belfast,Laparoscopy,13 week,Endoscopy,25,11,16,14,1,0,.,0,.,.,.,.,67,,,,
30-Jun-10,Belfast,Laryngoscopy,13 week,Endoscopy,7,1,2,1,0,0,.,0,.,.,.,.,11,,,,
30-Jun-10,Belfast,Magnetic Resonance Imaging,9 week,Imaging,"1,813",714,522,178,0,0,.,0,.,.,.,.,"3,227",,,,
30-Jun-10,Belfast,Mediastinoscopy,13 week,Endoscopy,0,0,1,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Belfast,Non-obstetric ultrasound,9 week,Imaging,"1,585",372,0,0,0,0,.,0,.,.,.,.,"1,957",,,,
30-Jun-10,Belfast,Oesophagoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Belfast,Patient Activated Ambulatory Function,9 week,Physiological Measurement,31,16,14,1,3,1,.,1,.,.,.,.,66,,,,
30-Jun-10,Belfast,Perfusion studies,9 week,Physiological Measurement,269,102,114,67,0,0,.,0,.,.,.,.,552,,,,
30-Jun-10,Belfast,Peripheral neurophysiology,9 week,Physiological Measurement,507,233,490,0,0,0,.,0,.,.,.,.,"1,230",,,,
30-Jun-10,Belfast,PET,9 week,Imaging,212,34,53,19,0,0,.,0,.,.,.,.,318,,,,
30-Jun-10,Belfast,Pharyngoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Belfast,Plain Film Xrays,9 week,Imaging,58,0,0,0,0,0,.,0,.,.,.,.,58,,,,
30-Jun-10,Belfast,Pressures and flows,9 week,Physiological Measurement,75,26,7,0,0,0,.,0,.,.,.,.,108,,,,
30-Jun-10,Belfast,Pure tone audiometry,9 week,Physiological Measurement,108,27,0,0,0,0,.,0,.,.,.,.,135,,,,
30-Jun-10,Belfast,Radio-Nuclide Imaging,9 week,Imaging,365,41,72,0,0,0,.,0,.,.,.,.,478,,,,
30-Jun-10,Belfast,Skin allergen testing,9 week,Physiological Measurement,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Belfast,Sleep studies,9 week,Physiological Measurement,118,32,0,0,0,0,.,0,.,.,.,.,150,,,,
30-Jun-10,Belfast,Spirometry inc.flow volume curves,9 week,Physiological Measurement,83,4,0,0,0,0,.,0,.,.,.,.,87,,,,
30-Jun-10,Belfast,Static lung volumes,9 week,Physiological Measurement,23,2,0,0,0,0,.,0,.,.,.,.,25,,,,
30-Jun-10,Belfast,Thoracoscopy,13 week,Endoscopy,0,0,0,1,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Belfast,Tilt testing and autonomic function,9 week,Physiological Measurement,126,43,107,17,0,0,.,0,.,.,.,.,293,,,,
30-Jun-10,Belfast,Transfer Factor,9 week,Physiological Measurement,68,3,0,0,0,0,.,0,.,.,.,.,71,,,,
30-Jun-10,Belfast,Ureteroscopy,13 week,Endoscopy,28,30,23,37,18,8,.,8,.,.,.,.,144,,,,
30-Jun-10,Belfast,Ventriculoscopy of brain,13 week,Endoscopy,0,1,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Northern,Ambulatory BP,9 week,Physiological Measurement,40,1,0,0,0,0,.,0,.,.,.,.,41,,,,
30-Jun-10,Northern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,231,71,0,0,0,0,.,0,.,.,.,.,302,,,,
30-Jun-10,Northern,Barium Studies,9 week,Imaging,109,7,0,0,0,0,.,0,.,.,.,.,116,,,,
30-Jun-10,Northern,Bronchoscopy,13 week,Endoscopy,10,0,1,1,0,0,.,0,.,.,.,.,12,,,,
30-Jun-10,Northern,Cardio-respiratory exercise testing,9 week,Physiological Measurement,3,0,0,0,0,0,.,0,.,.,.,.,3,,,,
30-Jun-10,Northern,Colonoscopy (Day Case),13 week,Endoscopy,399,149,188,289,66,15,.,15,.,.,.,.,"1,106",,,,
30-Jun-10,Northern,Computerised Tomography,9 week,Imaging,559,54,2,0,0,0,.,0,.,.,.,.,615,,,,
30-Jun-10,Northern,Cystoscopy (Day Case),13 week,Endoscopy,149,74,40,49,9,0,.,0,.,.,.,.,321,,,,
30-Jun-10,Northern,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,12,2,2,5,0,0,.,0,.,.,.,.,21,,,,
30-Jun-10,Northern,Diagnostic endoscopic examination of ovary,13 week,Endoscopy,0,0,0,1,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Northern,Duodenoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Northern,Echocardiography,9 week,Physiological Measurement,396,164,0,0,0,0,.,0,.,.,.,.,560,,,,
30-Jun-10,Northern,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,96,2,0,0,0,0,.,0,.,.,.,.,98,,,,
30-Jun-10,Northern,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,1,1,0,0,0,0,.,0,.,.,.,.,2,,,,
30-Jun-10,Northern,Exercise tolerance testing,9 week,Physiological Measurement,133,15,0,0,0,0,.,0,.,.,.,.,148,,,,
30-Jun-10,Northern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,110,31,39,39,12,3,.,3,.,.,.,.,234,,,,
30-Jun-10,Northern,Fluroscopy,9 week,Imaging,78,9,1,0,0,0,.,0,.,.,.,.,88,,,,
30-Jun-10,Northern,Gastroscopy (Day Case),13 week,Endoscopy,506,163,184,271,61,22,.,22,.,.,.,.,"1,207",,,,
30-Jun-10,Northern,Gut transit marker study,9 week,Imaging,3,3,0,0,0,0,.,0,.,.,.,.,6,,,,
30-Jun-10,Northern,Hysteroscopy,13 week,Endoscopy,76,37,36,16,0,0,.,0,.,.,.,.,165,,,,
30-Jun-10,Northern,Ileoscopy,13 week,Endoscopy,1,1,1,0,0,1,.,1,.,.,.,.,4,,,,
30-Jun-10,Northern,Laparoscopy,13 week,Endoscopy,22,14,18,17,1,0,.,0,.,.,.,.,72,,,,
30-Jun-10,Northern,Laryngoscopy,13 week,Endoscopy,6,0,0,1,0,0,.,0,.,.,.,.,7,,,,
30-Jun-10,Northern,Magnetic Resonance Imaging,9 week,Imaging,447,90,0,0,0,0,.,0,.,.,.,.,537,,,,
30-Jun-10,Northern,Non-obstetric ultrasound,9 week,Imaging,"1,957",262,1,0,0,0,.,0,.,.,.,.,"2,220",,,,
30-Jun-10,Northern,Oesophagoscopy,13 week,Endoscopy,4,1,0,0,0,0,.,0,.,.,.,.,5,,,,
30-Jun-10,Northern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,16,1,0,0,0,0,.,0,.,.,.,.,17,,,,
30-Jun-10,Northern,Perfusion studies,9 week,Physiological Measurement,33,31,12,0,0,0,.,0,.,.,.,.,76,,,,
30-Jun-10,Northern,Pharyngoscopy,13 week,Endoscopy,1,0,1,0,0,0,.,0,.,.,.,.,2,,,,
30-Jun-10,Northern,Plain Film Xrays,9 week,Imaging,"1,142",41,0,0,0,0,.,0,.,.,.,.,"1,183",,,,
30-Jun-10,Northern,Pressures and flows,9 week,Physiological Measurement,79,34,50,0,0,0,.,0,.,.,.,.,163,,,,
30-Jun-10,Northern,Pure tone audiometry,9 week,Physiological Measurement,152,10,0,0,0,0,.,0,.,.,.,.,162,,,,
30-Jun-10,Northern,Radio-Nuclide Imaging,9 week,Imaging,118,21,2,0,0,0,.,0,.,.,.,.,141,,,,
30-Jun-10,Northern,Spirometry inc.flow volume curves,9 week,Physiological Measurement,5,0,0,0,0,0,.,0,.,.,.,.,5,,,,
30-Jun-10,Northern,Tilt testing and autonomic function,9 week,Physiological Measurement,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Northern,Transfer Factor,9 week,Physiological Measurement,90,22,0,0,0,0,.,0,.,.,.,.,112,,,,
30-Jun-10,Northern,Ureteroscopy,13 week,Endoscopy,5,4,5,3,3,1,.,1,.,.,.,.,21,,,,
30-Jun-10,Southern,Ambulatory BP,9 week,Physiological Measurement,80,9,0,0,0,0,.,0,.,.,.,.,89,,,,
30-Jun-10,Southern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,267,58,0,0,0,0,.,0,.,.,.,.,325,,,,
30-Jun-10,Southern,Arthroscopy,13 week,Endoscopy,20,20,4,7,1,0,.,0,.,.,.,.,52,,,,
30-Jun-10,Southern,Barium Studies,9 week,Imaging,401,124,67,0,0,0,.,0,.,.,.,.,592,,,,
30-Jun-10,Southern,Bronchoscopy,13 week,Endoscopy,11,1,0,0,0,0,.,0,.,.,.,.,12,,,,
30-Jun-10,Southern,Colonoscopy (Day Case),13 week,Endoscopy,217,58,110,150,37,0,.,0,.,.,.,.,572,,,,
30-Jun-10,Southern,Colposcopy (Other),9 week,Endoscopy,147,32,0,0,0,0,.,0,.,.,.,.,179,,,,
30-Jun-10,Southern,Computerised Tomography,9 week,Imaging,671,231,68,0,0,0,.,0,.,.,.,.,970,,,,
30-Jun-10,Southern,Cystoscopy (Day Case),13 week,Endoscopy,93,36,50,79,38,31,.,31,.,.,.,.,327,,,,
30-Jun-10,Southern,DEXA Scan,9 week,Imaging,401,194,95,0,0,0,.,0,.,.,.,.,690,,,,
30-Jun-10,Southern,Diagnostic arteriography,9 week,Imaging,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Southern,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,3,2,3,0,0,0,.,0,.,.,.,.,8,,,,
30-Jun-10,Southern,Echocardiography,9 week,Physiological Measurement,643,148,0,0,0,0,.,0,.,.,.,.,791,,,,
30-Jun-10,Southern,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,11,2,0,0,0,0,.,0,.,.,.,.,13,,,,
30-Jun-10,Southern,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
30-Jun-10,Southern,Exercise tolerance testing,9 week,Physiological Measurement,68,1,0,0,0,0,.,0,.,.,.,.,69,,,,
30-Jun-10,Southern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,84,41,43,82,27,0,.,0,.,.,.,.,277,,,,
30-Jun-10,Southern,Fluroscopy,9 week,Imaging,213,61,84,0,0,0,.,0,.,.,.,.,358,,,,
30-Jun-10,Southern,Gastroscopy (Day Case),13 week,Endoscopy,312,92,145,321,63,0,.,0,.,.,.,.,933,,,,
30-Jun-10,Southern,Gut transit marker study,9 week,Imaging,8,1,2,0,0,0,.,0,.,.,.,.,11,,,,
