Month,HSC Trust,Category of test,Test,Priority,0-2 days,3-7 days,8-14 days,15-21 days,22-28 days,>28 days,Total,% reported within 2 days,% reported within 2 weeks,% reported within 4 weeks,,
31-Mar-2014,Southern,IMAGING,BARIUM ENEMA,ROUTINE,10,12,3,2,11,0,38,,65.8,100.0,,
31-Mar-2014,Southern,IMAGING,BARIUM ENEMA,URGENT,13,9,3,0,0,0,25,52.0,,,,
31-Mar-2014,Southern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,149,136,83,33,29,10,440,,83.6,97.7,,
31-Mar-2014,Southern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,329",138,12,0,0,0,"1,479",89.9,,,,
31-Mar-2014,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,45,114,129,97,58,15,458,,62.9,96.7,,
31-Mar-2014,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,265,107,30,2,1,1,406,65.3,,,,
31-Mar-2014,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"1,951",227,70,37,12,5,"2,302",,97.7,99.8,,
31-Mar-2014,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,817,32,3,7,1,1,861,94.9,,,,
31-Mar-2014,Southern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,36,34,37,10,9,7,133,,80.5,94.7,,
31-Mar-2014,Southern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,42,15,0,0,0,0,57,73.7,,,,
31-Mar-2014,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,251,0,0,0,0,0,251,,100.0,100.0,,
31-Mar-2014,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,465,87,9,1,1,0,563,,99.6,100.0,,
31-Mar-2014,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,96,2,1,0,0,0,99,97.0,,,,
31-Mar-2014,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,30,27,0,0,0,0,57,,100.0,100.0,,
31-Mar-2014,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,10,1,0,0,0,0,11,90.9,,,,
31-Mar-2014,Southern,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,ROUTINE,67,2,0,0,0,0,69,,100.0,100.0,,
31-Mar-2014,Southern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,3,10,5,2,3,2,25,,72.0,92.0,,
31-Mar-2014,Southern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,URGENT,0,3,0,0,0,0,3,0.0,,,,
31-Mar-2014,Western,IMAGING,BARIUM ENEMA,ROUTINE,8,1,0,0,0,0,9,,100.0,100.0,,
31-Mar-2014,Western,IMAGING,BARIUM ENEMA,URGENT,1,0,0,0,0,0,1,100.0,,,,
31-Mar-2014,Western,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"1,164",58,9,1,0,0,"1,232",,99.9,100.0,,
31-Mar-2014,Western,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,666,29,0,0,0,0,695,95.8,,,,
31-Mar-2014,Western,IMAGING,DEXA SCAN,ROUTINE,271,16,3,0,0,0,290,,100.0,100.0,,
31-Mar-2014,Western,IMAGING,DEXA SCAN,URGENT,8,0,0,0,0,0,8,100.0,,,,
31-Mar-2014,Western,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,355,169,113,10,2,3,652,,97.7,99.5,,
31-Mar-2014,Western,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,214,67,15,1,0,0,297,72.1,,,,
31-Mar-2014,Western,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,147",78,25,3,4,0,"2,257",,99.7,100.0,,
31-Mar-2014,Western,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,573,31,0,0,0,0,604,94.9,,,,
31-Mar-2014,Western,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,48,35,0,0,0,0,83,,100.0,100.0,,
31-Mar-2014,Western,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,59,4,0,0,0,0,63,93.7,,,,
31-Mar-2014,Western,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,139,0,0,0,0,0,139,,100.0,100.0,,
31-Mar-2014,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,86,22,97,41,4,0,250,,82.0,100.0,,
31-Mar-2014,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,142,1,6,7,0,0,156,91.0,,,,
31-Mar-2014,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,13,30,0,0,0,0,43,,100.0,100.0,,
31-Mar-2014,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,1,1,0,0,0,0,2,50.0,,,,
31-Mar-2014,Western,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,2,0,0,0,0,0,2,,100.0,100.0,,
31-Mar-2014,Western,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,ROUTINE,17,0,2,4,4,0,27,,70.4,100.0,,
31-Mar-2014,Western,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,URGENT,39,0,0,0,0,0,39,100.0,,,,
31-Mar-2014,Western,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,2,0,0,0,0,0,2,,100.0,100.0,,
31-Mar-2014,Western,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,URGENT,2,0,0,0,0,0,2,100.0,,,,
30-Apr-2014,Belfast,IMAGING,BARIUM ENEMA,ROUTINE,40,1,3,2,0,0,46,,95.7,100.0,,
30-Apr-2014,Belfast,IMAGING,BARIUM ENEMA,URGENT,11,1,0,0,0,0,12,91.7,,,,
30-Apr-2014,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"1,971",217,216,135,13,13,"2,565",,93.7,99.5,,
30-Apr-2014,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,387",160,24,18,1,0,"1,590",87.2,,,,
30-Apr-2014,Belfast,IMAGING,DEXA SCAN,ROUTINE,570,4,0,0,0,0,574,,100.0,100.0,,
30-Apr-2014,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,"1,129",306,336,216,99,134,"2,220",,79.8,94.0,,
30-Apr-2014,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,554,114,14,13,1,1,697,79.5,,,,
30-Apr-2014,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,041",181,148,125,105,18,"2,618",,90.5,99.3,,
30-Apr-2014,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,820,22,20,9,2,4,877,93.5,,,,
30-Apr-2014,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,270,95,14,2,1,0,382,,99.2,100.0,,
30-Apr-2014,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,60,1,0,0,0,0,61,98.4,,,,
30-Apr-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,"1,437",79,25,2,0,0,"1,543",,99.9,100.0,,
30-Apr-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,206,9,1,0,0,0,216,95.4,,,,
30-Apr-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,18,20,70,0,0,0,108,,100.0,100.0,,
30-Apr-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,19,15,0,0,0,0,34,55.9,,,,
30-Apr-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,58,14,0,0,0,0,72,,100.0,100.0,,
30-Apr-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,18,0,0,0,0,0,18,100.0,,,,
30-Apr-2014,Northern,IMAGING,BARIUM ENEMA,ROUTINE,1,0,0,0,0,0,1,,100.0,100.0,,
30-Apr-2014,Northern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,715,58,75,177,234,7,"1,266",,67.0,99.4,,
30-Apr-2014,Northern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,937,1,1,0,0,0,939,99.8,,,,
30-Apr-2014,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,206,175,179,170,110,9,849,,66.0,98.9,,
30-Apr-2014,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,113,6,2,1,0,0,122,92.6,,,,
30-Apr-2014,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,219",233,30,4,0,0,"2,486",,99.8,100.0,,
30-Apr-2014,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,617,1,1,0,0,0,619,99.7,,,,
30-Apr-2014,Northern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,88,44,32,18,1,0,183,,89.6,100.0,,
30-Apr-2014,Northern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,75,1,0,0,0,0,76,98.7,,,,
30-Apr-2014,Northern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,"1,584",0,0,0,0,0,"1,584",,100.0,100.0,,
30-Apr-2014,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,150,8,40,57,1,0,256,,77.3,100.0,,
30-Apr-2014,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,227,7,0,2,1,0,237,95.8,,,,
30-Apr-2014,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,1,15,20,13,0,1,50,,72.0,98.0,,
30-Apr-2014,Northern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,0,1,0,0,0,0,1,,100.0,100.0,,
30-Apr-2014,South Eastern,IMAGING,BARIUM ENEMA,ROUTINE,32,0,0,0,0,0,32,,100.0,100.0,,
30-Apr-2014,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"1,144",71,12,1,0,0,"1,228",,99.9,100.0,,
30-Apr-2014,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,663,22,7,0,0,0,692,95.8,,,,
30-Apr-2014,South Eastern,IMAGING,DEXA SCAN,ROUTINE,78,11,2,0,1,0,92,,98.9,100.0,,
30-Apr-2014,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,454,175,75,14,6,0,724,,97.2,100.0,,
30-Apr-2014,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,62,8,5,2,0,0,77,80.5,,,,
30-Apr-2014,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,155",124,27,7,0,1,"2,314",,99.7,100.0,,
30-Apr-2014,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,117,5,0,0,0,0,122,95.9,,,,
30-Apr-2014,South Eastern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,777,0,0,0,0,0,777,,100.0,100.0,,
30-Apr-2014,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,366,26,6,2,0,0,400,,99.5,100.0,,
30-Apr-2014,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,254,13,0,0,0,0,267,95.1,,,,
30-Apr-2014,South Eastern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,13,0,0,0,0,0,13,,100.0,100.0,,
30-Apr-2014,Southern,IMAGING,BARIUM ENEMA,ROUTINE,14,4,1,0,11,0,30,,63.3,100.0,,
30-Apr-2014,Southern,IMAGING,BARIUM ENEMA,URGENT,10,7,0,0,0,0,17,58.8,,,,
30-Apr-2014,Southern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,263,69,75,12,12,1,432,,94.2,99.8,,
30-Apr-2014,Southern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,326",111,10,4,0,1,"1,452",91.3,,,,
30-Apr-2014,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,108,142,109,71,31,1,462,,77.7,99.8,,
30-Apr-2014,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,211,70,15,0,0,0,296,71.3,,,,
30-Apr-2014,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,291",90,16,28,20,8,"2,453",,97.7,99.7,,
30-Apr-2014,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,852,26,7,2,1,0,888,95.9,,,,
30-Apr-2014,Southern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,43,15,24,5,4,6,97,,84.5,93.8,,
30-Apr-2014,Southern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,69,2,0,0,0,0,71,97.2,,,,
30-Apr-2014,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,255,0,0,0,0,0,255,,100.0,100.0,,
30-Apr-2014,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,URGENT,6,0,0,0,0,0,6,100.0,,,,
30-Apr-2014,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,497,110,29,0,1,0,637,,99.8,100.0,,
30-Apr-2014,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,136,1,1,0,0,1,139,97.8,,,,
30-Apr-2014,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,29,27,2,1,0,0,59,,98.3,100.0,,
30-Apr-2014,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,17,1,0,0,0,0,18,94.4,,,,
30-Apr-2014,Southern,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,ROUTINE,82,0,0,0,0,0,82,,100.0,100.0,,
30-Apr-2014,Southern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,2,8,28,8,4,2,52,,73.1,96.2,,
30-Apr-2014,Southern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,URGENT,1,0,0,0,0,0,1,100.0,,,,
30-Apr-2014,Western,IMAGING,BARIUM ENEMA,ROUTINE,13,0,0,0,0,0,13,,100.0,100.0,,
30-Apr-2014,Western,IMAGING,BARIUM ENEMA,URGENT,1,0,0,0,0,0,1,100.0,,,,
30-Apr-2014,Western,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"1,240",55,5,2,0,0,"1,302",,99.8,100.0,,
30-Apr-2014,Western,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,724,35,2,0,0,0,761,95.1,,,,
30-Apr-2014,Western,IMAGING,DEXA SCAN,ROUTINE,274,6,1,1,2,0,284,,98.9,100.0,,
30-Apr-2014,Western,IMAGING,DEXA SCAN,URGENT,7,0,0,0,0,0,7,100.0,,,,
30-Apr-2014,Western,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,373,167,108,32,3,0,683,,94.9,100.0,,
30-Apr-2014,Western,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,219,61,5,3,1,0,289,75.8,,,,
30-Apr-2014,Western,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,237",83,24,4,0,0,"2,348",,99.8,100.0,,
30-Apr-2014,Western,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,593,31,6,0,0,0,630,94.1,,,,
30-Apr-2014,Western,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,60,27,9,2,0,0,98,,98.0,100.0,,
30-Apr-2014,Western,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,51,7,2,0,0,0,60,85.0,,,,
30-Apr-2014,Western,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,149,0,0,0,0,0,149,,100.0,100.0,,
30-Apr-2014,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,128,84,78,118,16,1,425,,68.2,99.8,,
30-Apr-2014,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,225,3,2,8,1,0,239,94.1,,,,
30-Apr-2014,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,6,20,3,0,0,0,29,,100.0,100.0,,
30-Apr-2014,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,0,3,0,0,0,0,3,0.0,,,,
30-Apr-2014,Western,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,ROUTINE,22,0,0,0,4,2,28,,78.6,92.9,,
30-Apr-2014,Western,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,URGENT,35,0,2,0,0,0,37,94.6,,,,
30-Apr-2014,Western,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,10,4,0,0,1,0,15,,93.3,100.0,,
30-Apr-2014,Western,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,URGENT,1,0,0,0,0,0,1,100.0,,,,
31-May-2014,Belfast,IMAGING,BARIUM ENEMA,ROUTINE,27,3,1,0,0,0,31,,100.0,100.0,,
31-May-2014,Belfast,IMAGING,BARIUM ENEMA,URGENT,2,0,0,0,0,0,2,100.0,,,,
31-May-2014,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"2,090",244,118,44,26,35,"2,557",,95.9,98.6,,
31-May-2014,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,966,126,24,3,3,1,"1,123",86.0,,,,
31-May-2014,Belfast,IMAGING,DEXA SCAN,ROUTINE,613,4,0,0,0,0,617,,100.0,100.0,,
31-May-2014,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,"1,108",400,262,90,134,127,"2,121",,83.5,94.0,,
31-May-2014,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,515,78,35,0,1,3,632,81.5,,,,
31-May-2014,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,248",142,64,26,18,18,"2,516",,97.5,99.3,,
31-May-2014,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,805,28,6,6,4,4,853,94.4,,,,
31-May-2014,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,273,100,28,4,0,2,407,,98.5,99.5,,
31-May-2014,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,43,6,1,0,0,0,50,86.0,,,,
31-May-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,"1,491",89,31,1,0,0,"1,612",,99.9,100.0,,
31-May-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,246,6,0,0,0,0,252,97.6,,,,
31-May-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,12,15,69,11,0,0,107,,89.7,100.0,,
31-May-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,12,14,0,0,0,0,26,46.2,,,,
31-May-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,63,16,0,0,0,0,79,,100.0,100.0,,
31-May-2014,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,19,2,0,0,0,0,21,90.5,,,,
31-May-2014,Northern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,764,99,97,187,193,12,"1,352",,71.0,99.1,,
31-May-2014,Northern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,030",28,0,0,0,0,"1,058",97.4,,,,
31-May-2014,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,141,126,200,190,63,10,730,,64.0,98.6,,
31-May-2014,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,136,8,1,0,0,0,145,93.8,,,,
31-May-2014,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,708",216,79,2,0,0,"3,005",,99.9,100.0,,
31-May-2014,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,635,11,0,0,0,0,646,98.3,,,,
31-May-2014,Northern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,89,44,46,5,0,1,185,,96.8,99.5,,
31-May-2014,Northern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,59,0,0,0,0,0,59,100.0,,,,
31-May-2014,Northern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,"1,701",0,0,0,0,0,"1,701",,100.0,100.0,,
31-May-2014,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,156,85,5,43,66,10,365,,67.4,97.3,,
31-May-2014,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,222,5,0,0,0,0,227,97.8,,,,
31-May-2014,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,5,13,32,4,1,0,55,,90.9,100.0,,
31-May-2014,Northern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,0,5,1,0,0,0,6,,100.0,100.0,,
31-May-2014,South Eastern,IMAGING,BARIUM ENEMA,ROUTINE,24,6,2,0,0,0,32,,100.0,100.0,,
31-May-2014,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"1,108",53,12,0,0,0,"1,173",,100.0,100.0,,
31-May-2014,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,725,16,3,0,0,0,744,97.4,,,,
31-May-2014,South Eastern,IMAGING,DEXA SCAN,ROUTINE,88,1,1,0,0,0,90,,100.0,100.0,,
31-May-2014,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,547,169,70,13,5,4,808,,97.3,99.5,,
31-May-2014,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,59,17,4,0,0,0,80,73.8,,,,
31-May-2014,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,299",80,6,2,0,0,"2,387",,99.9,100.0,,
31-May-2014,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,121,0,0,0,0,0,121,100.0,,,,
31-May-2014,South Eastern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,703,0,0,0,0,0,703,,100.0,100.0,,
31-May-2014,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,318,38,12,3,0,0,371,,99.2,100.0,,
31-May-2014,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,260,2,2,0,0,0,264,98.5,,,,
31-May-2014,South Eastern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,23,0,5,0,4,0,32,,87.5,100.0,,
31-May-2014,Southern,IMAGING,BARIUM ENEMA,ROUTINE,12,0,3,0,0,0,15,,100.0,100.0,,
31-May-2014,Southern,IMAGING,BARIUM ENEMA,URGENT,9,2,3,1,0,0,15,60.0,,,,
31-May-2014,Southern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,222,70,33,4,0,0,329,,98.8,100.0,,
31-May-2014,Southern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,235",107,12,0,0,0,"1,354",91.2,,,,
31-May-2014,Southern,IMAGING,DEXA SCAN,ROUTINE,0,1,0,0,0,0,1,,100.0,100.0,,
31-May-2014,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,150,182,108,40,49,9,538,,81.8,98.3,,
31-May-2014,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,299,118,22,0,0,0,439,68.1,,,,
31-May-2014,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,153",104,11,8,20,3,"2,299",,98.7,99.9,,
31-May-2014,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,933,30,8,0,0,0,971,96.1,,,,
31-May-2014,Southern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,71,22,20,22,8,0,143,,79.0,100.0,,
31-May-2014,Southern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,74,1,1,0,0,0,76,97.4,,,,
31-May-2014,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,248,0,0,0,0,0,248,,100.0,100.0,,
31-May-2014,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,URGENT,3,0,0,0,0,0,3,100.0,,,,
31-May-2014,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,593,63,17,0,0,1,674,,99.9,99.9,,
31-May-2014,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,125,2,0,0,0,0,127,98.4,,,,
31-May-2014,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,31,24,2,0,0,0,57,,100.0,100.0,,
31-May-2014,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,1,0,0,0,0,0,1,100.0,,,,
